Tarih,İslamiyet öncesi Türk toplumunun sosyal yapısı küçükten büyüğe nasıl sıralanır?,Oğuş (aile) < Urug (sülale) < Boy (aşiret) < Bodun (millet) < İl (devlet)
Tarih,Toplumsal yapıyı düzenleyen yazısız hukuk kurallarına ne ad verilir?,Töre
Tarih,Siyasi suçların görüşüldüğü ve başında hakanın bulunduğu mahkemeye ne ad verilir?,Yargu
Tarih,Türklerde 'eli silah tutan herkes askerdir' anlayışına ne denir?,Ordu-millet anlayışı
Tarih,Metehan'ın ordusunu onlu gruplara ayırmasına dayanan askeri sistemin adı nedir?,Onluk sistem
Tarih,Ahiret inancının kesin kanıtları arasında sayılan, mezarlara eşya konulması hangi kavramla ifade edilir?,Kurganlarda eşya bulunması
Tarih,Yerleşik hayatın kesin kanıtları nelerdir?,Geniş çaplı tarım, kalıcı mimari, fresk, tapu ya da kira sözleşmesi
Tarih,Tarım yapıldığının kesin kanıtları nelerdir?,Sulama kanalları, orak ve saban, tohumluk buğday
Tarih,Türklerin tarih boyunca kullandığı alfabeler hangileridir?,Köktürk, Soğd, Uygur, İbrani, Kiril, Arap, Latin
Tarih,İslamiyet öncesi Türk sözlü edebiyatında atasözüne _____ denirdi.,Sav
Tarih,İslamiyet öncesi Türk sözlü edebiyatında ağıta ne ad verilirdi?,Sagu
Tarih,İslamiyet öncesi Türklerin kullandığı, güneş yılı esasına dayalı ve astronomiyle ilgilendiklerini gösteren takvim hangisidir?,12 Hayvanlı Türk Takvimi
Tarih,Asya Hunlarına ait olan ve Mete Han'dan bahseden destan hangisidir?,Oğuz Kağan Destanı
Tarih,Köktürklere ait olan destanlar hangileridir?,Bozkurt ve Ergenekon Destanları
Tarih,Uygurlara ait olan destanlar hangileridir?,Türeyiş ve Göç Destanları
Tarih,Oğuz-Kıpçak mücadelesine yer verilen ünlü eser hangisidir?,Dede Korkut Hikâyeleri
Tarih,İskitlere ait olan ve hükümdar Şu ile Büyük İskender'in mücadelesini anlatan destan hangisidir?,Şu Destanı
